"Throttle", "Brake", "Gear", "Boost", "RPM", "Speed"
100, 0, 3, 0, 6429.5102539063, 97.94333923278
100, 0, 3, 0, 6629.4541015625, 98.818990759876
99.588423967361, 0, 3, 0, 6798.7709960938, 99.74408762868
99.095797538757, 0, 3, 0, 6920.4404296875, 100.47479515937
98.931586742401, 0, 3, 0, 7031.53515625, 101.73441884426
99.342113733292, 0, 3, 0, 7108.1435546875, 102.71513399773
99.342113733292, 0, 3, 0, 7186.1225585938, 103.72235366709
98.931586742401, 0, 3, 0, 7153.9169921875, 105.00880459126
97.284215688705, 0, 3, 0, 6960.8930664063, 106.6330438976
95.231586694717, 0, 3, 0, 6700.328125, 108.44361819046
94.821059703827, 0, 3, 0, 6696.8359375, 109.74450240282
95.231586694717, 0, 3, 0, 6817.3154296875, 110.83900158037
95.231586694717, 0, 3, 0, 6920.9794921875, 111.68677530059
96.463161706924, 0, 3, 0, 7058.853515625, 113.03263479252
97.284215688705, 0, 3, 0, 7103.59765625, 114.19513933936
99.588423967361, 0, 3, 0, 7129.1567382813, 115.40030517047
100, 0, 3, 0, 7140.89453125, 116.71179805565
100, 0, 3, 0, 7142.193359375, 118.06519004861
100, 0, 3, 0, 7232.5200195313, 119.54256275117
100, 0, 3, 0, 7345.974609375, 120.59914536478
100, 0, 3, 0, 7424.5014648438, 121.52076094096
100, 0, 3, 0, 7499.68359375, 122.60582560948
100, 0, 3, 0, 7616.2109375, 123.61555153488
100, 0, 3, 0, 7717.6958007813, 124.93934910723
100, 0, 3, 0, 7774.8095703125, 125.99433870331
100, 0, 3, 0, 7828.9282226563, 126.88759582076
100, 0, 3, 0, 7817.3178710938, 128.08259243217
100, 0, 3, 0, 7827.0830078125, 129.25948906847
100, 0, 3, 0, 7806.4794921875, 130.80751759191
100, 0, 3, 0, 7829.361328125, 131.95370744192
100, 0, 3, 0, 7902.4897460938, 132.98671064942
100, 0, 3, 0, 7995.6577148438, 133.9724314485
100, 0, 3, 0, 7973.705078125, 134.81044106986
100, 0, 3, 0, 7975.9560546875, 135.40400489691
0, 0, 0, 0, 7620.8544921875, 135.20243324697
0, 0, 4, 0, 7230.8916015625, 135.09465737092
100, 0, 4, 0, 6324.2919921875, 135.46381171905
100, 0, 4, 0, 6450.3745117188, 136.3243845112
100, 0, 4, 0, 6475.5126953125, 137.23033083729
100, 0, 4, 0, 6513.5537109375, 138.60554442391
100, 0, 4, 0, 6557.2880859375, 139.62443020014
100, 0, 4, 0, 6613.0009765625, 140.57680749425
100, 0, 4, 0, 6652.5654296875, 141.56620871315
100, 0, 4, 0, 6681.5405273438, 142.45426105779
100, 0, 4, 0, 6762.4248046875, 143.59811631314
100, 0, 4, 0, 6793.541015625, 144.60705946268
100, 0, 4, 0, 6853.96875, 145.52189098141
100, 0, 4, 0, 6906.12890625, 146.44720071032
100, 0, 4, 0, 6957.8291015625, 147.25410529099
100, 0, 4, 0, 7010.8232421875, 148.40918033364
100, 0, 4, 0, 7038.279296875, 149.38984742191
100, 0, 4, 0, 7060.9057617188, 150.3393957366
100, 0, 4, 0, 7086.0927734375, 151.14513301995
100, 0, 4, 0, 7122.9150390625, 152.05566613792
100, 0, 4, 0, 7179.7915039063, 153.22319692974
100, 0, 4, 0, 7215.9106445313, 153.95573780389
100, 0, 4, 0, 7271.9575195313, 154.83642930888
100, 0, 4, 0, 7318.7685546875, 155.69744155414
100, 0, 4, 0, 7355.4047851563, 156.59753766066
100, 0, 4, 0, 7379.8818359375, 157.32631571753
100, 0, 4, 0, 7423.9926757813, 158.43019447247
100, 0, 4, 0, 7478.6938476563, 159.28071477464
100, 0, 4, 0, 7516.1235351563, 160.12806277466
100, 0, 4, 0, 7538.8662109375, 160.87165864119
100, 0, 4, 0, 7594.904296875, 161.95274076587
100, 0, 4, 0, 7633.451171875, 162.81018245458
100, 0, 4, 0, 7659.025390625, 163.62799096563
100, 0, 4, 0, 7690.3134765625, 164.36121848527
100, 0, 4, 0, 7755.8095703125, 165.33548603759
100, 0, 4, 0, 7784.1469726563, 166.18279283887
100, 0, 4, 0, 7808.197265625, 167.0294679263
100, 0, 4, 0, 7858.1552734375, 167.91346906255
100, 0, 4, 0, 7891.8916015625, 168.67582408386
100, 0, 4, 0, 7915.9848632813, 169.38945474123
0, 0, 0, 0, 7763.990234375, 169.62916268165
0, 0, 5, 0, 7369.8623046875, 169.34307870486
0, 0, 5, 0, 6626.5502929688, 169.43809670771
100, 0, 5, 0, 6439.517578125, 169.85078437989
100, 0, 5, 0, 6478.7021484375, 170.59638525125
100, 0, 5, 0, 6506.1665039063, 171.36783145884
100, 0, 5, 0, 6534.8032226563, 172.12308656578
100, 0, 5, 0, 6563.6245117188, 172.95157928065
100, 0, 5, 0, 6590.7749023438, 173.69490048899
100, 0, 5, 0, 6623.2358398438, 174.41354365843
100, 0, 5, 0, 6655.8740234375, 175.01652826159
100, 0, 5, 0, 6680.6157226563, 175.7333037553
100, 0, 5, 0, 6697.5927734375, 176.69456624204
100, 0, 5, 0, 6730.1362304688, 177.38806445365
100, 0, 5, 0, 6763.0512695313, 177.99717393459
100, 0, 5, 0, 6800.6967773438, 178.87765944593
100, 0, 5, 0, 6806.6494140625, 179.60386944867
100, 0, 5, 0, 6826.7631835938, 180.40044688118
100, 0, 5, 0, 6858.6567382813, 181.08983895276
100, 0, 5, 0, 6878.33984375, 181.74977393283
100, 0, 5, 0, 6900.087890625, 182.34778722266
100, 0, 5, 0, 6920.5869140625, 182.91944705859
100, 0, 5, 0, 6950.7387695313, 183.78179139609
100, 0, 5, 0, 6976.462890625, 184.31217010519
100, 0, 5, 0, 7017.3837890625, 185.11550412932
100, 0, 5, 0, 7037.7768554688, 185.78365138945
100, 0, 5, 0, 7055.0830078125, 186.15125391877
100, 0, 5, 0, 7081.5092773438, 187.05450859455
100, 0, 5, 0, 7100.6137695313, 187.68543966915
100, 0, 5, 0, 7132.9799804688, 188.28961903547
100, 0, 5, 0, 7156.9077148438, 188.99082140947
100, 0, 5, 0, 7185.8369140625, 189.6285365415
100, 0, 5, 0, 7181.2622070313, 190.16646835098
100, 0, 5, 0, 7215.1020507813, 190.93603314993
100, 0, 5, 0, 7255.63671875, 191.51604259501
100, 0, 5, 0, 7268.046875, 192.01245981819
100, 0, 5, 0, 7284.439453125, 192.62766671107
100, 0, 5, 0, 7305.7446289063, 193.18662360545
100, 0, 5, 0, 7334.939453125, 193.93204594898
100, 0, 5, 0, 7350.8720703125, 194.42441196377
100, 0, 5, 0, 7365.716796875, 194.99549501749
100, 0, 5, 0, 7380.1181640625, 195.58132721633
100, 0, 5, 0, 7395.3666992188, 196.03953948446
100, 0, 5, 0, 7430.5659179688, 196.73402646557
100, 0, 5, 0, 7476.748046875, 197.23048488748
100, 0, 5, 0, 7516.232421875, 197.73306818716
100, 0, 5, 0, 7521.7954101563, 198.37236260381
100, 0, 5, 0, 7512.3442382813, 198.96930472667
100, 0, 5, 0, 7529.6728515625, 199.51619039334
100, 0, 5, 0, 7550.7373046875, 200.10945209637
100, 0, 5, 0, 7572.9228515625, 200.62041247102
100, 0, 5, 0, 7601.0922851563, 201.11582719178
100, 0, 5, 0, 7621.3095703125, 201.62292861878
100, 0, 5, 0, 7639.11328125, 202.14565809712
100, 0, 5, 0, 7654.9189453125, 202.55616223663
100, 0, 5, 0, 7667.7270507813, 203.20522075215
100, 0, 5, 0, 7678.5766601563, 203.70503000405
100, 0, 5, 0, 7693.1259765625, 204.21007149458
100, 0, 5, 0, 7720.9057617188, 204.68402167733
100, 0, 5, 0, 7740.28515625, 205.13473577672
100, 0, 5, 0, 7753.666015625, 205.55705021866
100, 0, 5, 0, 7781.9321289063, 206.13379123121
100, 0, 5, 0, 7810.3637695313, 206.56872621725
100, 0, 5, 0, 7831.7973632813, 207.02773499415
100, 0, 5, 0, 7855.8466796875, 207.39520019438
100, 0, 5, 0, 7872.0869140625, 207.98879148725
100, 0, 5, 0, 7882.9086914063, 208.42807980569
100, 0, 5, 0, 7896.0634765625, 208.89081020115
100, 0, 5, 0, 7907.2729492188, 209.33765161997
100, 0, 5, 0, 7921.7099609375, 209.84038598166
100, 0, 5, 0, 7931.0385742188, 210.29830985868
100, 0, 5, 0, 7941.888671875, 210.72006125132
100, 0, 5, 0, 7973.556640625, 211.11363271306
100, 0, 5, 0, 7963.37890625, 211.50654499513
0, 0, 0, 0, 7742.6279296875, 211.26785329003
0, 0, 6, 0, 7325.3295898438, 210.77447103992
0, 0, 6, 0, 6481.04296875, 210.68800863987
100, 0, 6, 0, 6449.8193359375, 210.91815847508
100, 0, 6, 0, 6444.166015625, 211.28920796476
100, 0, 6, 0, 6459.6103515625, 211.8031071821
100, 0, 6, 0, 6492.9809570313, 212.16948748246
100, 0, 6, 0, 6526.2954101563, 212.49568528876
100, 0, 6, 0, 6550.8388671875, 212.85515793548
100, 0, 6, 0, 6553.8701171875, 213.21751449327
100, 0, 6, 0, 6530.9189453125, 213.65901381018
100, 0, 6, 0, 6538.3994140625, 214.16273694137
100, 0, 6, 0, 6558.44140625, 214.5331547172
100, 0, 6, 0, 6578.4819335938, 214.87658732529
100, 0, 6, 0, 6604.0161132813, 215.2235492912
100, 0, 6, 0, 6617.7133789063, 215.53856850893
100, 0, 6, 0, 6635.7221679688, 216.01946754404
100, 0, 6, 0, 6619.9125976563, 216.45296057455
100, 0, 6, 0, 6620.4755859375, 216.82394139968
100, 0, 6, 0, 6631.2900390625, 217.14714543165
100, 0, 6, 0, 6639.2729492188, 217.50097385245
100, 0, 6, 0, 6659.3530273438, 217.96139711906
100, 0, 6, 0, 6673.4907226563, 218.3245364527
100, 0, 6, 0, 6691.7094726563, 218.65223114617
100, 0, 6, 0, 6715.8911132813, 218.98359252655
100, 0, 6, 0, 6736.20703125, 219.33191405053
100, 0, 6, 0, 6737.7338867188, 219.70212583271
100, 0, 6, 0, 6726.6049804688, 220.09094570767
100, 0, 6, 0, 6730.5439453125, 220.449869038
100, 0, 6, 0, 6744.966796875, 220.73578821988
100, 0, 6, 0, 6767.6987304688, 221.16976190223
100, 0, 6, 0, 6781.7495117188, 221.50528435428
100, 0, 6, 0, 6785.677734375, 221.8087953936
100, 0, 6, 0, 6794.3984375, 222.27320120406
100, 0, 6, 0, 6806.5356445313, 222.59415303882
100, 0, 6, 0, 6812.69140625, 222.93596516355
100, 0, 6, 0, 6816.708984375, 223.23035755077
100, 0, 6, 0, 6843.904296875, 223.63318499371
100, 0, 6, 0, 6841.91015625, 223.98444536038
100, 0, 6, 0, 6848.9423828125, 224.26634079969
100, 0, 6, 0, 6864.541015625, 224.58571334983
100, 0, 6, 0, 6885.7905273438, 224.93159041586
100, 0, 6, 0, 6906.9760742188, 225.22304396038
100, 0, 6, 0, 6907.6552734375, 225.5726838437
100, 0, 6, 0, 6915.6928710938, 225.89470684542
100, 0, 6, 0, 6914.1806640625, 226.29096995748
100, 0, 6, 0, 6908.2387695313, 226.63243875947
100, 0, 6, 0, 6909.76953125, 226.99715737774
100, 0, 6, 0, 6922.5522460938, 227.30105293854
100, 0, 6, 0, 6937.1137695313, 227.53804176283
100, 0, 6, 0, 6957.9282226563, 227.82245032463
100, 0, 6, 0, 6974.2314453125, 228.06051031588
100, 0, 6, 0, 6987.953125, 228.43743749095
100, 0, 6, 0, 6995.357421875, 228.72453770308
100, 0, 6, 0, 6993.1474609375, 229.07354587254
100, 0, 6, 0, 6992.5327148438, 229.38283846689
100, 0, 6, 0, 6995.2553710938, 229.6277099814
100, 0, 6, 0, 7004.9775390625, 229.97372437653
100, 0, 6, 0, 7023.7338867188, 230.23024139854
100, 0, 6, 0, 7046.8271484375, 230.42811889574
100, 0, 6, 0, 7063.896484375, 230.63087157592
100, 0, 6, 0, 7058.611328125, 231.00102842646
100, 0, 6, 0, 7055.8310546875, 231.28244321393
100, 0, 6, 0, 7058.046875, 231.5755035089
100, 0, 6, 0, 7069.07421875, 231.81258846356
100, 0, 6, 0, 7090.5795898438, 231.99559321945
100, 0, 6, 0, 7117.6362304688, 232.2134521004
100, 0, 6, 0, 7100.9873046875, 232.52546381088
100, 0, 6, 0, 7090.4248046875, 232.76749261306
100, 0, 6, 0, 7086.0126953125, 232.96714165563
100, 0, 6, 0, 7089.9228515625, 233.2150481432
100, 0, 6, 0, 7104.1123046875, 233.35649711406
100, 0, 6, 0, 7128.1748046875, 233.51000357972
100, 0, 6, 0, 7146.583984375, 233.69682608454
100, 0, 6, 0, 7159.794921875, 233.86980581628
100, 0, 6, 0, 7186.2553710938, 234.01284780468
100, 0, 6, 0, 7171.8842773438, 234.24660939517
100, 0, 6, 0, 7147.962890625, 234.45815113761
100, 0, 6, 0, 7141.5087890625, 234.62621448765
100, 0, 6, 0, 7168.0034179688, 234.7767546448
100, 0, 6, 0, 7200.830078125, 234.89351184385
100, 0, 6, 0, 7208.9697265625, 235.03973986732
100, 0, 6, 0, 7182.7099609375, 235.30151659379
100, 0, 6, 0, 7181.458984375, 235.45227647749
100, 0, 6, 0, 7189.8256835938, 235.6026243739
100, 0, 6, 0, 7190.6552734375, 235.78612351454
100, 0, 6, 0, 7190.2631835938, 235.94284348109
100, 0, 6, 0, 7199.091796875, 236.07152084585
100, 0, 6, 0, 7222.5463867188, 236.18586105278
100, 0, 6, 0, 7217.4755859375, 236.39951766333
100, 0, 6, 0, 7212.6264648438, 236.5364897056
100, 0, 6, 0, 7215.9799804688, 236.65280745154
100, 0, 6, 0, 7223.3735351563, 236.81881086512
100, 0, 6, 0, 7238.560546875, 236.91376020342
100, 0, 6, 0, 7238.638671875, 237.07355634177
100, 0, 6, 0, 7235.1064453125, 237.23955975534
100, 0, 6, 0, 7242.2192382813, 237.36279888781
100, 0, 6, 0, 7248.7900390625, 237.47183819157
100, 0, 6, 0, 7256.3486328125, 237.59493999495
100, 0, 6, 0, 7253.5908203125, 237.76020183139
100, 0, 6, 0, 7255.26171875, 237.86816996818
100, 0, 6, 0, 7260.2104492188, 238.02557658022
100, 0, 6, 0, 7265.1435546875, 238.13230875512
100, 0, 6, 0, 7271.4399414063, 238.24434183321
100, 0, 6, 0, 7276.1176757813, 238.38222024753
100, 0, 6, 0, 7271.7373046875, 238.51062295409
100, 0, 6, 0, 7268.642578125, 238.64608437628
100, 0, 6, 0, 7278.6044921875, 238.72856423249
100, 0, 6, 0, 7294.0400390625, 238.83059975225
100, 0, 6, 0, 7297.9692382813, 238.94329201001
100, 0, 6, 0, 7317.4262695313, 239.04150978084
100, 0, 6, 0, 7308.6494140625, 239.18249183277
100, 0, 6, 0, 7304.3833007813, 239.29194312382
100, 0, 6, 0, 7300.7211914063, 239.42086768095
100, 0, 6, 0, 7277.26953125, 239.55663122716
100, 0, 6, 0, 7279.6083984375, 239.6913236064
100, 0, 6, 0, 7330.4326171875, 239.7288968476
100, 0, 6, 0, 7365.8408203125, 239.78761876987
100, 0, 6, 0, 7363.0146484375, 239.90314000704
100, 0, 6, 0, 7337.4697265625, 240.06038182417
100, 0, 6, 0, 7309.9711914063, 240.23064243977
100, 0, 6, 0, 7303.9223632813, 240.34097263704
100, 0, 6, 0, 7315.2192382813, 240.42908298627
100, 0, 6, 0, 7327.8193359375, 240.48898593879
100, 0, 6, 0, 7346.2509765625, 240.50969516675
90.294742584229, 0, 6, 0, 7374.4555664063, 240.6006344954
37.04736828804, 26.436841487885, 6, 0, 7280.7734375, 240.46715061222
0, 60.689479112625, 6, 0, 7105.837890625, 238.67901589396
0, 63.157898187637, 6, 0, 7040.0068359375, 236.70048811434
0, 63.157898187637, 6, 0, 6965.51953125, 234.5713103143
0, 61.100006103516, 6, 0, 6875.0336914063, 232.06840510717
40.000000596046, 62.747371196747, 0, 0, 7089.7309570313, 230.02496186296
40.000000596046, 64.389479160309, 5, 0, 7538.4873046875, 227.55604560757
40.000000596046, 66.036850214005, 5, 0, 8154.6420898438, 225.24644483867
0, 66.036850214005, 5, 0, 8145.35546875, 223.20938739752
8.0000005662441, 66.036850214005, 5, 0, 8054.505859375, 220.66956812886
40.000000596046, 66.036850214005, 5, 0, 7976.50390625, 218.53330414737
0, 66.857904195786, 5, 0, 7905.2211914063, 216.19759711696
0, 67.268425226212, 5, 0, 7796.2602539063, 213.99152875499
0, 67.268425226212, 5, 0, 7721.2275390625, 211.85989276409
0, 66.857904195786, 5, 0, 7642.4057617188, 209.54297235428
0, 66.857904195786, 5, 0, 7572.376953125, 207.58649962779
40.000000596046, 66.447371244431, 0, 0, 7533.4008789063, 204.25337135915
40.000000596046, 66.447371244431, 0, 0, 7829.0537109375, 202.23919294571
40.000000596046, 66.447371244431, 4, 0, 8030.626953125, 200.34039844035
40.000000596046, 66.857904195786, 4, 0, 8072.4262695313, 197.6966622433
40.000000596046, 66.857904195786, 4, 0, 8400.5625, 195.1539865294
0, 69.12105679512, 4, 0, 8501.8876953125, 192.34059396477
40.000000596046, 73.847371339798, 4, 0, 8419.8681640625, 190.14974166685
23.999999463558, 73.847371339798, 4, 0, 8323.96875, 188.08639943636
0, 72.2052693367, 4, 0, 8245.4521484375, 185.78569759301
0, 72.2052693367, 4, 0, 8147.4482421875, 182.99175082864
0, 72.2052693367, 4, 0, 8038.7548828125, 180.5555875631
0, 72.2052693367, 4, 0, 7940.6362304688, 177.90079637366
0, 72.2052693367, 4, 0, 7847.8393554688, 175.84029685549
0, 72.615796327591, 4, 0, 7719.8286132813, 173.22329863381
0, 73.436850309372, 4, 0, 7629.7084960938, 171.26534275306
0, 73.436850309372, 4, 0, 7488.5849609375, 168.29277203102
0, 72.615796327591, 4, 0, 7386.49609375, 166.27054613244
0, 71.378946304321, 4, 0, 7306.2099609375, 163.88860039476
0, 69.736844301224, 4, 0, 7211.3623046875, 161.30528900079
0, 68.915796279907, 4, 0, 7111.6875, 159.01215399074
0, 68.915796279907, 4, 0, 6983.8828125, 156.55084576737
40.000000596046, 68.915796279907, 0, 0, 6961.5693359375, 154.40126086338
40.000000596046, 68.915796279907, 0, 0, 7198.7041015625, 152.6513860318
40.000000596046, 69.326323270798, 3, 0, 7525.3857421875, 150.25861876121
40.000000596046, 69.326323270798, 3, 0, 8043.169921875, 147.86814488654
40.000000596046, 70.96843123436, 3, 0, 8136.240234375, 145.13344189502
10.000000149012, 70.147377252579, 3, 0, 8030.5166015625, 142.9054146103
20.000000298023, 70.147377252579, 3, 0, 7970.7900390625, 141.03761528233
8.0000005662441, 70.147377252579, 3, 0, 7898.4370117188, 138.95611814509
0, 70.147377252579, 3, 0, 7713.1166992188, 136.68553257292
